Proccess,ID,Target,F1mean,F1std,ROCmean,ROCstd
1b,['T2' 'T3' 'T4' 'T5' 'S1'],Y2,0.4735,0.049,0.4445,0.0592
1b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.4384,0.067,0.4205,0.0503
1b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4542,0.0386,0.4222,0.0532
1b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4442,0.049,0.4164,0.0605
1b,['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4498,0.047,0.4165,0.0571
1b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio']",Y2,0.4416,0.0479,0.4156,0.0579
1b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio']",Y2,0.4359,0.043,0.4156,0.0568
1b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.439,0.0454,0.4084,0.0545
1b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.444,0.0591,0.4066,0.0442
1b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.4522,0.0664,0.4086,0.0604
1b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4178,0.0692,0.3569,0.0598
1b,"['T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'
 'neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4301,0.0699,0.3662,0.0575
1b,['T3'],Y2,0.4763,0.0603,0.4674,0.072
1b,['T3' 'T4'],Y2,0.484,0.0497,0.4602,0.0604
1b,['T3' 'T4' 'T5'],Y2,0.4609,0.0438,0.4581,0.0626
1b,['T3' 'T4' 'T5' 'S1'],Y2,0.4727,0.0457,0.4441,0.0586
1b,['T3' 'T4' 'T5' 'S1' 'S2'],Y2,0.433,0.063,0.419,0.0499
1b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4515,0.045,0.4248,0.049
1b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4561,0.052,0.4221,0.055
1b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4591,0.0525,0.4247,0.0562
1b,['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4588,0.0475,0.4224,0.0539
1b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y2,0.4544,0.0447,0.4219,0.0533
1b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4588,0.0395,0.4195,0.0546
1b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4461,0.0597,0.4092,0.0398
1b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4347,0.0626,0.4053,0.0556
1b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4291,0.0803,0.3646,0.0568
1b,"['T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4316,0.0862,0.3644,0.0579
1b,['T4'],Y2,0.4922,0.0724,0.4771,0.0696
1b,['T4' 'T5'],Y2,0.5173,0.0668,0.4859,0.0681
1b,['T4' 'T5' 'S1'],Y2,0.4769,0.062,0.4536,0.0664
1b,['T4' 'T5' 'S1' 'S2'],Y2,0.4469,0.0699,0.4233,0.044
1b,['T4' 'T5' 'S1' 'S2' 'S3'],Y2,0.4461,0.055,0.4231,0.0459
1b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4509,0.055,0.4247,0.0575
1b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4515,0.0463,0.4267,0.0567
1b,['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4458,0.0484,0.4222,0.0545
1b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y2,0.4426,0.0424,0.4235,0.0527
1b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4412,0.0449,0.4214,0.0536
1b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4534,0.0701,0.414,0.0433
1b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4598,0.0711,0.4117,0.0557
1b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4355,0.0816,0.3618,0.0584
1b,"['T4' 'T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4257,0.0741,0.3652,0.0584
1b,['T5'],Y2,0.5068,0.0627,0.476,0.0634
1b,['T5' 'S1'],Y2,0.4775,0.0578,0.4461,0.0576
1b,['T5' 'S1' 'S2'],Y2,0.4423,0.0626,0.425,0.0511
1b,['T5' 'S1' 'S2' 'S3'],Y2,0.4368,0.0578,0.4264,0.0491
1b,['T5' 'S1' 'S2' 'S3' 'C5~'],Y2,0.4449,0.0455,0.4218,0.0525
1b,['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.445,0.0434,0.4191,0.0529
1b,['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4343,0.045,0.418,0.053
1b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y2,0.438,0.0475,0.4251,0.0523
1b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4421,0.0435,0.4263,0.052
1b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4396,0.0751,0.4141,0.0499
1b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4635,0.061,0.4201,0.0542
1b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4262,0.076,0.3632,0.0525
1b,"['T5' 'S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4345,0.0779,0.3679,0.0551
1b,['S1'],Y2,0.4526,0.055,0.4474,0.0629
1b,['S1' 'S2'],Y2,0.4613,0.0565,0.4416,0.0598
1b,['S1' 'S2' 'S3'],Y2,0.466,0.0563,0.4287,0.0478
1b,['S1' 'S2' 'S3' 'C5~'],Y2,0.4592,0.0489,0.4353,0.0491
1b,['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4578,0.0434,0.4301,0.0511
1b,['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4544,0.0447,0.4284,0.0502
1b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio']",Y2,0.4487,0.0439,0.4307,0.0496
1b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio']",Y2,0.4604,0.0422,0.4345,0.0533
1b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2']",Y2,0.4434,0.0644,0.4124,0.0515
1b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4586,0.0694,0.4218,0.0631
1b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4262,0.063,0.3644,0.0584
1b,"['S1' 'S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'
 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4294,0.0605,0.3673,0.0581
1b,['S2'],Y2,0.4624,0.0588,0.4369,0.0597
1b,['S2' 'S3'],Y2,0.4588,0.0487,0.4291,0.0522
1b,['S2' 'S3' 'C5~'],Y2,0.4554,0.0403,0.4262,0.0472
1b,['S2' 'S3' 'C5~' 'pos_word_ratio'],Y2,0.4557,0.046,0.4302,0.049
1b,['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4471,0.0498,0.4266,0.048
1b,['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.442,0.0542,0.431,0.0498
1b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4457,0.0549,0.4325,0.0492
1b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4411,0.064,0.4142,0.0516
1b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4509,0.0771,0.4187,0.0547
1b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4291,0.0623,0.3636,0.057
1b,"['S2' 'S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4385,0.0827,0.371,0.0553
1b,['S3'],Y2,0.5227,0.0751,0.48,0.0672
1b,['S3' 'C5~'],Y2,0.4578,0.0633,0.4661,0.0322
1b,['S3' 'C5~' 'pos_word_ratio'],Y2,0.4888,0.0414,0.4642,0.0364
1b,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4536,0.0524,0.4404,0.043
1b,['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.4595,0.0407,0.4408,0.0405
1b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4601,0.0439,0.4424,0.0399
1b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4169,0.0393,0.4165,0.0335
1b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4338,0.0381,0.4284,0.041
1b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4369,0.0435,0.374,0.0433
1b,"['S3' 'C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4408,0.0458,0.3765,0.0405
1b,['C5~'],Y2,0.4713,0.065,0.4644,0.0599
1b,['C5~' 'pos_word_ratio'],Y2,0.4794,0.0623,0.4589,0.0444
1b,['C5~' 'pos_word_ratio' 'neg_word_ratio'],Y2,0.4371,0.0506,0.4414,0.0388
1b,['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.443,0.0518,0.4393,0.039
1b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4442,0.0439,0.4357,0.0393
1b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4297,0.0273,0.4144,0.036
1b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4247,0.0363,0.4166,0.0457
1b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4294,0.0417,0.3743,0.0338
1b,"['C5~' 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4338,0.042,0.3772,0.0298
1b,['pos_word_ratio'],Y2,0.4481,0.046,0.4615,0.0424
1b,['pos_word_ratio' 'neg_word_ratio'],Y2,0.4336,0.0455,0.4356,0.0418
1b,['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'],Y2,0.432,0.0467,0.4402,0.0427
1b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y2,0.4324,0.0464,0.4305,0.0357
1b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y2,0.4137,0.0408,0.4137,0.0358
1b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y2,0.4169,0.0245,0.4118,0.0394
1b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y2,0.4266,0.0414,0.3604,0.0326
1b,"['pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y2,0.4236,0.0431,0.362,0.0324
1b,['neg_word_ratio'],Y2,0.4221,0.0506,0.4379,0.0416
1b,['neg_word_ratio' 'sales_share_ratio'],Y2,0.4162,0.0415,0.4402,0.045
1b,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio'],Y2,0.4245,0.0487,0.4299,0.0459
1b,['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y2,0.4021,0.031,0.4138,0.0391
1b,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~']",Y2,0.4054,0.0351,0.4147,0.0427
1b,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~']",Y2,0.4277,0.0449,0.3607,0.0345
1b,"['neg_word_ratio' 'sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'
 'C3~' 'C6~' 'bin_EPS']",Y2,0.4319,0.0492,0.3623,0.0362
1b,['sales_share_ratio'],Y2,0.41,0.06,0.4563,0.0594
1b,['sales_share_ratio' 'sharesoff_shareout_ratio'],Y2,0.4103,0.0551,0.4495,0.0622
1b,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2'],Y2,0.3733,0.0246,0.4162,0.0441
1b,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~'],Y2,0.3783,0.0327,0.4233,0.057
1b,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y2,0.4275,0.0329,0.3544,0.0476
1b,['sales_share_ratio' 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.434,0.0387,0.3542,0.0491
1b,['sharesoff_shareout_ratio'],Y2,0.4343,0.0665,0.4628,0.0605
1b,['sharesoff_shareout_ratio' 'C2'],Y2,0.36,0.0153,0.4219,0.0536
1b,['sharesoff_shareout_ratio' 'C2' 'C3~'],Y2,0.3828,0.063,0.4215,0.0626
1b,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~'],Y2,0.4231,0.0455,0.3506,0.0497
1b,['sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.4221,0.0497,0.3513,0.0515
1b,['C2'],Y2,0.3492,0.0314,0.4673,0.0358
1b,['C2' 'C3~'],Y2,0.44,0.1149,0.453,0.0551
1b,['C2' 'C3~' 'C6~'],Y2,0.4207,0.0453,0.3609,0.0454
1b,['C2' 'C3~' 'C6~' 'bin_EPS'],Y2,0.4305,0.0442,0.3618,0.0494
1b,['C3~'],Y2,0.5018,0.0543,0.4807,0.0436
1b,['C3~' 'C6~'],Y2,0.4684,0.0552,0.3637,0.0343
1b,['C3~' 'C6~' 'bin_EPS'],Y2,0.4691,0.0557,0.3634,0.0375
1b,['C6~'],Y2,0.445,0.0492,0.3655,0.036
1b,['C6~' 'bin_EPS'],Y2,0.4741,0.0579,0.3652,0.0377
1b,['bin_EPS'],Y2,0.4962,0.0549,0.4783,0.0433
2a,['C1'],Y1,0.5264,0.0573,0.4731,0.0583
2a,['C1' 'C4'],Y1,0.4791,0.0571,0.4567,0.0818
2a,['C1' 'C4' 'C5'],Y1,0.4688,0.0584,0.4396,0.072
2a,['C1' 'C4' 'C5' 'C6'],Y1,0.465,0.0602,0.444,0.0713
2a,['C1' 'C4' 'C5' 'C6' 'T1'],Y1,0.4829,0.056,0.4502,0.0693
2a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2'],Y1,0.4623,0.0493,0.4456,0.0683
2a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.4653,0.0486,0.4444,0.0709
2a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.4673,0.0443,0.4453,0.0703
2a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.4524,0.0494,0.4325,0.0712
2a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.445,0.0621,0.4153,0.0837
2a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4097,0.0732,0.3871,0.0792
2a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.4066,0.0747,0.3874,0.0807
2a,['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4197,0.0607,0.3922,0.0668
2a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y1,0.4325,0.0631,0.3844,0.0738
2a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y1,0.4142,0.0715,0.3759,0.0633
2a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4046,0.0729,0.3769,0.0631
2a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.3982,0.0755,0.375,0.0609
2a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4177,0.0717,0.3788,0.0617
2a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4107,0.0474,0.3747,0.0455
2a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0974,0.0578
2a,"['C1' 'C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0977,0.0571
2a,['C4'],Y1,0.4787,0.0614,0.4574,0.0677
2a,['C4' 'C5'],Y1,0.4612,0.0515,0.4411,0.0608
2a,['C4' 'C5' 'C6'],Y1,0.4576,0.0547,0.4466,0.0572
2a,['C4' 'C5' 'C6' 'T1'],Y1,0.4905,0.0542,0.4554,0.056
2a,['C4' 'C5' 'C6' 'T1' 'T2'],Y1,0.4847,0.0752,0.4489,0.0625
2a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.4842,0.0613,0.4467,0.0633
2a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.4854,0.0649,0.4486,0.063
2a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.4683,0.0558,0.4361,0.0662
2a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.4581,0.0582,0.4204,0.0771
2a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4262,0.0745,0.3838,0.0719
2a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3'],Y1,0.423,0.0666,0.3839,0.0734
2a,['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'],Y1,0.4346,0.0506,0.3916,0.0593
2a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio']",Y1,0.4293,0.0453,0.3804,0.069
2a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio']",Y1,0.432,0.0622,0.3752,0.0603
2a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio']",Y1,0.4186,0.0644,0.3778,0.0612
2a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio']",Y1,0.4159,0.0692,0.3755,0.0587
2a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2']",Y1,0.4365,0.058,0.3785,0.0608
2a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~']",Y1,0.4012,0.0537,0.3731,0.0441
2a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~']",Y1,0.1061,0.0502,0.0957,0.0563
2a,"['C4' 'C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2' 'S3' 'C5~'
 'pos_word_ratio' 'neg_word_ratio' 'sales_share_ratio'
 'sharesoff_shareout_ratio' 'C2' 'C3~' 'C6~' 'bin_EPS']",Y1,0.1061,0.0502,0.0958,0.0555
2a,['C5'],Y1,0.482,0.052,0.4547,0.0505
2a,['C5' 'C6'],Y1,0.4779,0.0548,0.4674,0.0421
2a,['C5' 'C6' 'T1'],Y1,0.497,0.0733,0.4612,0.0641
2a,['C5' 'C6' 'T1' 'T2'],Y1,0.4799,0.0416,0.4526,0.0738
2a,['C5' 'C6' 'T1' 'T2' 'T3'],Y1,0.4772,0.0405,0.4472,0.0761
2a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4'],Y1,0.4842,0.0389,0.4498,0.0719
2a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5'],Y1,0.4597,0.0572,0.4344,0.0715
2a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1'],Y1,0.4463,0.0754,0.4173,0.0771
2a,['C5' 'C6' 'T1' 'T2' 'T3' 'T4' 'T5' 'S1' 'S2'],Y1,0.4296,0.0542,0.3808,0.0594
